data;split;metodo;RMSE;MAE;MAPE_%
2025-12-10;test;B-Spline (Ridge);0,027651980015614436;0,021995839354503596;0,15656019896824205
2025-12-10;test;NSS+L-BFGS-B;0,10423086344611246;0,08309192715877325;0,5861207561567435
2025-12-10;test;GA→NSS+L-BFGS-B;0,10444815881461074;0,08324788142151278;0,5872169346904771
2025-12-11;test;CubicSpline;0,005615892524027862;0,004224181951290986;0,030190205373876913
2025-12-11;test;B-Spline (Ridge);0,024826046201098136;0,01972801526707526;0,14075939764082854
2025-12-11;test;NSS+L-BFGS-B;0,10941801783710496;0,08740696099683964;0,6198230300465862
2025-12-11;test;GA→NSS+L-BFGS-B;0,10940808876713254;0,08741428364620697;0,6198838675003733
2025-12-12;test;CubicSpline;0,005540109917776426;0,00384730742465898;0,027802051908170977
2025-12-12;test;B-Spline (Ridge);0,027874619171747026;0,02230590246258682;0,15976695611811223
2025-12-12;test;NSS+L-BFGS-B;0,11416240554994626;0,09128056343752221;0,6505080370797348
2025-12-12;test;GA→NSS+L-BFGS-B;0,11411631539851755;0,09126929771737932;0,6504441447028109
2025-12-15;test;CubicSpline;0,005212159593735211;0,003597455767532244;0,02611296414959007
2025-12-15;test;B-Spline (Ridge);0,028440010872559266;0,022157980328707208;0,15856386176095014
2025-12-15;test;NSS+L-BFGS-B;0,11178517613168826;0,08878553144172079;0,6334323635184476
2025-12-15;test;GA→NSS+L-BFGS-B;0,1118686542192815;0,08876970427281441;0,6332698812786519
2025-12-16;test;CubicSpline;0,004881056110928071;0,00355347613000806;0,025677492606211147
2025-12-16;test;B-Spline (Ridge);0,027213782546419263;0,021250193730646256;0,15226836503287405
2025-12-16;test;NSS+L-BFGS-B;0,11072974136780725;0,0898690835644218;0,640906029423491
2025-12-16;test;GA→NSS+L-BFGS-B;0,1102433377883506;0,0894857701896238;0,6382055380042889
2025-12-17;test;CubicSpline;0,005080514954499109;0,003543955239275146;0,025408914199902023
2025-12-17;test;B-Spline (Ridge);0,025309940150813306;0,01982172414338202;0,1407581862928292
2025-12-17;test;NSS+L-BFGS-B;0,10967350021671265;0,08904304584468647;0,629095102331303
2025-12-17;test;GA→NSS+L-BFGS-B;0,10949334417851339;0,08888972309686974;0,6280051657811889
2025-12-18;test;CubicSpline;0,004983163752329923;0,003459219950525667;0,024556057533138956
2025-12-18;test;B-Spline (Ridge);0,02713178477290897;0,02081114437315783;0,14772938660893814
2025-12-18;test;NSS+L-BFGS-B;0,09643087830773878;0,07859456294910992;0,5552420360282683
2025-12-18;test;GA→NSS+L-BFGS-B;0,09682540711634585;0,07892121508150442;0,5575506551450585
2025-12-19;test;CubicSpline;0,004846685462577382;0,0034258271425737273;0,024555465212001023
2025-12-19;test;B-Spline (Ridge);0,027244024319150264;0,02118161823348301;0,1508462236987481
2025-12-19;test;NSS+L-BFGS-B;0,10071738774107727;0,08141881580842734;0,5769167818773748
2025-12-19;test;GA→NSS+L-BFGS-B;0,10049056699542498;0,08128725361023902;0,5760138621947699
2025-12-22;test;CubicSpline;0,006323107585034902;0,004216830591389474;0,0302076533283142
2025-12-22;test;B-Spline (Ridge);0,028197211838978206;0,0218626275906443;0,15502753781916023
2025-12-22;test;NSS+L-BFGS-B;0,10166808880839712;0,08196673792860702;0,5777227616579955
2025-12-22;test;GA→NSS+L-BFGS-B;0,10158539341137016;0,08192057652155586;0,5774100166107639
2025-12-23;test;CubicSpline;0,005231573155263207;0,0037257677180150663;0,026509383181244076
2025-12-23;test;B-Spline (Ridge);0,02702859501969994;0,021079351232500477;0,1494022691974431
2025-12-23;test;NSS+L-BFGS-B;0,1039913941829878;0,08425367437194858;0,5936969439023261
