dias_uteis;media_global_obs;dp_entre_dias_obs;media_global_CubicSpline;dp_entre_dias_CubicSpline;media_global_B_Spline_(Ridge);dp_entre_dias_B_Spline_(Ridge);media_global_NSSplusL_BFGS_B;dp_entre_dias_NSSplusL_BFGS_B;media_global_GAtoNSSplusL_BFGS_B;dp_entre_dias_GAtoNSSplusL_BFGS_B
101;14,853113855902164;0,03455018624421688;14,852753840913993;0,03558178579894899;14,837117685951592;0,0590907803361787;14,791110173728509;0,06763631679411325;14,791287679676993;0,06779205787437198
102;14,851940454035212;0,03522250264612036;14,851391245828879;0,03628412023148287;14,83537964221;0,05986762502946632;14,786929901101358;0,06822153813535584;14,787104279110673;0,06837357795644883
103;14,850464632813422;0,036144854823646634;14,850007582697973;0,03698400303888146;14,833624739376445;0,060642345234521146;14,782757411011348;0,06880611919700963;14,7829286676887;0,06895448657259019
104;14,848830755937609;0,037022400665242906;14,84860325665541;0,03768103141078435;14,83185305029524;0,06141494595502222;14,778592692580633;0,06939003001241248;14,778760834543625;0,06953475336093663
105;14,847328651187517;0,03788817936142487;14,847178978039334;0,03837483550992803;14,830064647810683;0,0621854322520154;14,774435734944444;0,06997324185987089;14,774600768821042;0,07011434919896986
106;14,8459434819213;0,03828984568264672;14,845735674558417;0,03906543446429151;14,828259604767082;0,06295380923645176;14,770286527251022;0,0705557272172218;14,770448459679484;0,0706932461704514
107;14,844016025641018;0,038917732173889476;14,84427385018278;0,03975379425954879;14,826437994008737;0,06372008206741817;14,766145058661682;0,0711374596963223;14,766303896290472;0,0712714174983405
108;14,842704264149823;0,03919222354322545;14,842793622524557;0,040441011824411406;14,824599888379955;0,06448425594500476;14,762011318350737;0,07171841399705264;14,76216706783846;0,07184883750554424
109;14,84117504874158;0,03977999059540783;14,841294985710986;0,041128014028233004;14,822745360725042;0,06524633610478044;14,757885295505512;0,07229856586479771;14,75803796352086;0,07242548155603573
110;14,839847835632106;0,04029769453680302;14,839777869607396;0,041815700983123615;14,820874483888293;0,06600632782041595;14,753766979326334;0,07287789203386222;14,753916572547993;0,07300132601830861
111;14,838488748482694;0,040966703113839875;14,838241946362196;0,04250515089517128;14,818987330714032;0,06676423638847438;14,74965635902648;0,07345637020247929;14,749802884143103;0,07357634821846278
112;14,836741252475118;0,04205824644000768;14,83668667907294;0,04319744192631322;14,817083974046549;0,0675200671428604;14,745553423832224;0,07403397896954265;14,745696887542298;0,07415052640610079
113;14,83494111556006;0,042730381223326425;14,835111244375597;0,043893635907502226;14,815164486730135;0,06827382543584794;14,74145816298275;0,07461069781494288;14,741598571994594;0,07472383970362896
114;14,83284985847485;0,04398988591922676;14,833514702990586;0,04459460740046528;14,813228941609129;0,06902551663538964;14,737370565730199;0,07518650705198666;14,737507926761852;0,07529626807872677
115;14,831193413217601;0,04430089027652608;14,831896102383576;0,045301043192788056;14,811277411527817;0,06977514613787854;14,733290621339616;0,0757613877959648;14,733424941118809;0,07586779230635406
116;14,829556937238385;0,044717729911820985;14,830254490020291;0,04601347001324311;14,809309969330497;0,07052271935309899;14,729218319088966;0,07633532192716413;14,729349604353004;0,07643839393664636
117;14,82774116609197;0,04546800957792417;14,828588913366382;0,046732277485816966;14,807326687861483;0,07126824170368952;14,725153648269078;0,07690829206635073;14,72528190576483;0,07700805525639634
118;14,825445216521825;0,04658120830529788;14,82689841988756;0,04745774578167954;14,805327639965082;0,07201171862207513;14,721096598183692;0,07748028153144647;14,721221834667453;0,07757675927027748
119;14,823797544749157;0,04717363480089879;14,825182057049519;0,048190077618097925;14,803312898485581;0,07275315555579254;14,71704715814936;0,07805127432679529;14,717169380386856;0,07814448966261327
120;14,82222023809523;0,047860713615497416;14,823438872317935;0,04892943398875734;14,801282536267312;0,07349255795393089;14,713005317495515;0,07862125509774635;14,713124532261805;0,07871123076901819
121;14,820410035528989;0,049043156957159356;14,821667942391834;0,04967590422395159;14,799236626154554;0,0742299312800364;14,708971065564414;0,07919020911385262;14,709087279643805;0,07927696755974269
122;14,819134882590523;0,04962223587553041;14,819868469407751;0,050429337084970306;14,797175240991628;0,07496528099619834;14,704944391711118;0,0797581222432593;14,705057611897121;0,07984168560548385
123;14,817326991556833;0,05072379931800097;14,818039723335998;0,05118951205428718;14,795098453622828;0,07569861256983862;14,700925285303514;0,0803249809222555;14,701035518398783;0,08040537105197244
124;14,815820655822673;0,051505521709180775;14,816181063011824;0,05195610049871189;14,79300633689246;0,07642993147136808;14,696913735722248;0,08089077214534453;14,697020988538489;0,08096801060922247
125;14,81382690427852;0,052608023739089516;14,814292114204557;0,05272895973305497;14,790898963644835;0,07715924317086899;14,692909732360759;0,08145548343069339;14,69301401171869;0,0815295915144692
126;14,811685342659132;0,05358247833899942;14,812372736107752;0,053508119087199886;14,788776406724255;0,07788655313824487;14,688913264625224;0,0820191028065016;14,689014577354499;0,08209010152337194
127;14,809684639285448;0,05431021929135507;14,810423189995443;0,05429372432693974;14,78663873897502;0,07861186684010421;14,68492432193458;0,08258161878803073;14,685022674873727;0,082649528882743
128;14,807839761269195;0,05534364816534361;14,8084435677076;0,05508690925623367;14,784486033241436;0,07933518974218455;14,680942893720513;0,08314302035462312;14,681038293716831;0,08320786231436313
129;14,805831008149555;0,056289358457238425;14,806433906258219;0,05588940390820634;14,782318362367821;0,08005652730525015;14,67696896942738;0,08370329694504189;14,677061423336946;0,08376509099562023
130;14,803893939617721;0,05729547829428881;14,804394367593058;0,05670306944131945;14,780135799198455;0,08077588498912171;14,673002538512277;0,08426243842491021;14,673092053199817;0,08432120454469993
